Intersection,Date,Hour,Period,Session_Type,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks,TriHeadway,CarHeadway,VC
Kibuye Roundabout,2026-06-03,14,Off-Peak,Day,339,393,21,54,3,2.6,2.92,0.6
Kibuye Roundabout,2026-06-03,15,Off-Peak,Day,324,319,2,53,4,3.51,2.27,0.4
Kibuye Roundabout,2026-06-03,15,Off-Peak,Day,314,369,18,35,2,3.73,3.17,0.49
Kibuye Roundabout,2026-06-03,15,Off-Peak,Day,351,266,4,32,1,2.51,2.67,0.38
Kibuye Roundabout,2026-06-03,15,Off-Peak,Day,327,381,9,50,6,2.71,2.92,0.53
Kibuye Roundabout,2026-06-03,16,Off-Peak,Day,407,487,10,55,5,3.47,2.14,0.68
Kibuye Roundabout,2026-06-03,16,Off-Peak,Day,477,514,11,90,10,2.61,2.81,0.82
Kibuye Roundabout,2026-06-03,16,Off-Peak,Day,420,501,14,77,8,3.67,2.24,0.66
Kibuye Roundabout,2026-06-03,16,Off-Peak,Day,429,486,17,75,3,2.39,2.26,0.79
Kibuye Roundabout,2026-06-03,17,Peak,Day,863,944,32,80,9,4.0,2.84,1.32
Kibuye Roundabout,2026-06-03,17,Peak,Day,809,945,36,77,5,3.03,2.76,1.31
Kibuye Roundabout,2026-06-03,17,Peak,Day,903,912,20,84,10,3.73,2.01,1.3
Kibuye Roundabout,2026-06-03,17,Peak,Day,843,924,41,77,10,2.93,2.41,1.28
Kibuye Roundabout,2026-06-03,18,Peak,Day,906,925,20,91,8,3.3,2.81,1.3
Kibuye Roundabout,2026-06-03,18,Peak,Day,884,989,28,92,6,2.99,2.58,1.32
Kibuye Roundabout,2026-06-03,18,Peak,Day,767,948,33,83,7,3.51,3.02,1.33
Kibuye Roundabout,2026-06-03,18,Peak,Day,875,1013,27,97,4,3.13,2.7,1.35
Bakuli Intersection,2026-06-03,7,Peak,Day,651,768,29,48,12,3.33,2.38,1.01
Bakuli Intersection,2026-06-03,7,Peak,Day,581,764,32,71,6,2.86,2.81,1.09
Bakuli Intersection,2026-06-03,7,Peak,Day,724,738,26,64,11,2.53,2.28,1.1
Bakuli Intersection,2026-06-03,7,Peak,Day,709,738,26,37,9,2.29,1.37,0.99
Bakuli Intersection,2026-06-03,8,Peak,Day,760,841,32,97,10,2.6,2.49,1.28
Bakuli Intersection,2026-06-03,8,Peak,Day,747,840,13,88,9,3.65,3.36,1.2
Bakuli Intersection,2026-06-03,8,Peak,Day,723,860,23,71,13,3.02,2.31,1.15
Bakuli Intersection,2026-06-03,8,Peak,Day,750,824,32,100,6,3.63,1.85,1.18
Bakuli Intersection,2026-06-03,9,Off-Peak,Day,323,437,16,42,8,3.73,2.6,0.62
Bakuli Intersection,2026-06-03,9,Off-Peak,Day,339,463,10,45,2,2.9,2.12,0.63
Bakuli Intersection,2026-06-03,9,Off-Peak,Day,343,401,2,56,8,3.2,2.42,0.58
Bakuli Intersection,2026-06-03,9,Off-Peak,Day,404,410,16,48,3,3.63,2.73,0.54
Bakuli Intersection,2026-06-03,10,Off-Peak,Day,337,441,16,45,8,3.0,2.74,0.58
Bakuli Intersection,2026-06-03,10,Off-Peak,Day,354,388,15,50,12,3.66,2.54,0.62
Bakuli Intersection,2026-06-03,10,Off-Peak,Day,360,385,20,47,5,3.41,2.3,0.4
Bakuli Intersection,2026-06-03,10,Off-Peak,Day,342,337,24,50,2,3.45,2.88,0.54
Bakuli Intersection,2026-06-03,11,Off-Peak,Day,325,309,5,57,6,3.3,2.67,0.51
Bakuli Intersection,2026-06-03,11,Off-Peak,Day,314,370,24,35,2,3.85,2.4,0.52
Bakuli Intersection,2026-06-03,11,Off-Peak,Day,309,343,9,52,0,2.97,2.79,0.56
Bakuli Intersection,2026-06-03,11,Off-Peak,Day,347,391,2,53,2,2.71,2.4,0.56
Bakuli Intersection,2026-06-03,12,Off-Peak,Day,297,304,17,28,6,2.14,2.81,0.45
Bakuli Intersection,2026-06-03,12,Off-Peak,Day,312,259,9,2,5,2.45,2.11,0.42
Bakuli Intersection,2026-06-03,12,Off-Peak,Day,259,332,31,32,0,3.17,2.34,0.44
Bakuli Intersection,2026-06-03,12,Off-Peak,Day,279,297,8,25,5,2.27,2.8,0.33
Bakuli Intersection,2026-06-03,13,Off-Peak,Day,280,262,13,33,3,2.93,2.76,0.33
Bakuli Intersection,2026-06-03,13,Off-Peak,Day,268,348,21,19,6,3.45,2.4,0.42
Bakuli Intersection,2026-06-03,13,Off-Peak,Day,252,343,20,39,4,2.88,2.49,0.44
Bakuli Intersection,2026-06-03,13,Off-Peak,Day,291,321,9,51,7,3.73,2.03,0.42
Bakuli Intersection,2026-06-03,14,Off-Peak,Day,309,247,14,44,3,3.98,2.24,0.39
Bakuli Intersection,2026-06-03,14,Off-Peak,Day,290,351,3,41,8,2.21,2.29,0.5
Bakuli Intersection,2026-06-03,14,Off-Peak,Day,304,219,5,73,6,3.89,3.44,0.43
Bakuli Intersection,2026-06-03,14,Off-Peak,Day,321,329,17,41,3,2.96,1.96,0.45
Bakuli Intersection,2026-06-03,15,Off-Peak,Day,223,325,9,41,5,4.84,3.04,0.39
Bakuli Intersection,2026-06-03,15,Off-Peak,Day,290,293,2,30,0,2.96,2.89,0.45
Bakuli Intersection,2026-06-03,15,Off-Peak,Day,330,283,17,48,6,2.91,3.14,0.45
Bakuli Intersection,2026-06-03,15,Off-Peak,Day,304,285,11,27,3,2.77,2.5,0.43
Bakuli Intersection,2026-06-03,16,Off-Peak,Day,356,472,2,66,5,2.79,2.35,0.57
Bakuli Intersection,2026-06-03,16,Off-Peak,Day,428,425,19,45,7,3.04,3.03,0.6
Bakuli Intersection,2026-06-03,16,Off-Peak,Day,401,394,20,61,9,3.98,3.02,0.59
Bakuli Intersection,2026-06-03,16,Off-Peak,Day,406,468,27,76,7,3.08,2.6,0.65
Bakuli Intersection,2026-06-03,17,Peak,Day,680,814,13,47,12,3.07,2.72,1.14
Bakuli Intersection,2026-06-03,17,Peak,Day,728,810,24,56,9,3.34,2.21,1.11
Bakuli Intersection,2026-06-03,17,Peak,Day,721,741,37,57,7,3.42,3.0,1.1
Bakuli Intersection,2026-06-03,17,Peak,Day,719,784,30,56,7,3.27,2.7,1.15
Bakuli Intersection,2026-06-03,18,Peak,Day,649,766,21,77,6,2.83,2.95,1.04
Bakuli Intersection,2026-06-03,18,Peak,Day,736,832,21,72,5,2.56,1.95,1.04
Bakuli Intersection,2026-06-03,18,Peak,Day,689,786,35,46,4,3.44,2.44,1.12
Bakuli Intersection,2026-06-03,18,Peak,Day,742,762,28,74,8,2.25,2.77,1.23
Bwaise Junction,2026-06-03,7,Peak,Day,661,695,21,70,10,3.7,2.16,1.16
Bwaise Junction,2026-06-03,7,Peak,Day,625,649,19,67,10,3.82,2.7,0.88
Bwaise Junction,2026-06-03,7,Peak,Day,636,785,16,80,8,3.34,2.3,1.04
Bwaise Junction,2026-06-03,7,Peak,Day,712,727,5,76,7,3.21,1.86,1.02
Bwaise Junction,2026-06-03,8,Peak,Day,669,760,43,73,12,2.68,3.0,1.07
Bwaise Junction,2026-06-03,8,Peak,Day,731,830,30,107,15,4.11,2.65,1.15
Bwaise Junction,2026-06-03,8,Peak,Day,653,795,28,69,11,2.26,2.49,1.13
Bwaise Junction,2026-06-03,8,Peak,Day,706,831,33,83,10,2.69,2.05,1.13
Bwaise Junction,2026-06-03,9,Off-Peak,Day,352,390,17,47,5,3.13,1.96,0.61
Bwaise Junction,2026-06-03,9,Off-Peak,Day,344,397,18,72,5,2.71,2.41,0.59
Bwaise Junction,2026-06-03,9,Off-Peak,Day,297,404,17,54,6,3.47,3.09,0.59
Bwaise Junction,2026-06-03,9,Off-Peak,Day,356,399,4,39,8,3.29,2.7,0.67
Bwaise Junction,2026-06-03,10,Off-Peak,Day,309,303,12,41,1,3.24,2.36,0.54
Bwaise Junction,2026-06-03,10,Off-Peak,Day,295,345,18,50,8,3.42,2.53,0.52
Bwaise Junction,2026-06-03,10,Off-Peak,Day,341,335,14,50,2,3.06,3.52,0.52
Bwaise Junction,2026-06-03,10,Off-Peak,Day,285,370,11,56,10,2.51,2.83,0.48
Bwaise Junction,2026-06-03,11,Off-Peak,Day,301,346,2,46,7,3.16,2.49,0.45
Bwaise Junction,2026-06-03,11,Off-Peak,Day,320,373,12,57,6,2.51,2.52,0.55
Bwaise Junction,2026-06-03,11,Off-Peak,Day,342,328,14,39,3,3.82,2.34,0.53
Bwaise Junction,2026-06-03,11,Off-Peak,Day,321,351,18,44,7,4.44,2.16,0.53
Bwaise Junction,2026-06-03,12,Off-Peak,Day,245,262,13,39,4,3.21,2.05,0.53
Bwaise Junction,2026-06-03,12,Off-Peak,Day,191,293,11,39,6,3.05,2.44,0.42
Bwaise Junction,2026-06-03,12,Off-Peak,Day,224,309,3,24,3,3.57,3.22,0.34
Bwaise Junction,2026-06-03,12,Off-Peak,Day,199,292,2,39,5,3.2,2.65,0.35
Bwaise Junction,2026-06-03,13,Off-Peak,Day,208,296,17,44,1,2.98,2.48,0.48
Bwaise Junction,2026-06-03,13,Off-Peak,Day,255,237,14,36,7,2.88,2.87,0.36
Bwaise Junction,2026-06-03,13,Off-Peak,Day,258,316,7,50,11,3.88,2.3,0.48
Bwaise Junction,2026-06-03,13,Off-Peak,Day,278,315,2,28,4,3.48,2.7,0.45
Bwaise Junction,2026-06-03,14,Off-Peak,Day,263,296,12,27,10,3.19,2.13,0.42
Bwaise Junction,2026-06-03,14,Off-Peak,Day,244,299,33,47,6,4.2,2.7,0.48
Bwaise Junction,2026-06-03,14,Off-Peak,Day,272,329,2,67,0,3.39,2.84,0.52
Bwaise Junction,2026-06-03,14,Off-Peak,Day,252,346,9,50,7,3.0,1.88,0.46
Bwaise Junction,2026-06-03,15,Off-Peak,Day,291,272,16,35,3,2.89,2.05,0.35
Bwaise Junction,2026-06-03,15,Off-Peak,Day,250,245,6,65,8,3.44,2.67,0.36
Bwaise Junction,2026-06-03,15,Off-Peak,Day,247,354,19,34,0,3.95,3.54,0.49
Bwaise Junction,2026-06-03,15,Off-Peak,Day,300,294,2,50,0,2.91,2.53,0.38
Bwaise Junction,2026-06-03,16,Off-Peak,Day,410,476,8,65,11,2.69,3.05,0.69
Bwaise Junction,2026-06-03,16,Off-Peak,Day,419,498,8,63,2,3.96,2.43,0.64
Bwaise Junction,2026-06-03,16,Off-Peak,Day,413,463,14,61,5,3.73,2.72,0.64
Bwaise Junction,2026-06-03,16,Off-Peak,Day,425,430,11,47,4,3.16,2.99,0.58
Bwaise Junction,2026-06-03,17,Peak,Day,652,700,16,68,3,3.2,2.72,0.98
Bwaise Junction,2026-06-03,17,Peak,Day,604,770,24,74,8,3.04,2.59,1.02
Bwaise Junction,2026-06-03,17,Peak,Day,585,705,26,68,8,2.91,2.3,1.02
Bwaise Junction,2026-06-03,17,Peak,Day,618,713,18,81,4,2.45,2.28,1.01
Bwaise Junction,2026-06-03,18,Peak,Day,704,715,19,45,2,3.61,2.65,1.03
Bwaise Junction,2026-06-03,18,Peak,Day,686,705,23,82,3,2.4,2.39,0.99
Bwaise Junction,2026-06-03,18,Peak,Day,650,729,22,60,7,3.98,2.38,0.94
Bwaise Junction,2026-06-03,18,Peak,Day,701,677,18,58,4,3.52,2.8,1.0
Natete Junction,2026-06-03,7,Peak,Day,715,917,48,72,6,2.85,3.17,1.18
Natete Junction,2026-06-03,7,Peak,Day,794,947,34,61,4,2.95,2.56,1.16
Natete Junction,2026-06-03,7,Peak,Day,799,836,28,89,8,2.35,2.62,1.25
Natete Junction,2026-06-03,7,Peak,Day,779,914,18,80,5,2.53,2.96,1.24
Natete Junction,2026-06-03,8,Peak,Day,921,971,29,81,6,2.95,2.76,1.35
Natete Junction,2026-06-03,8,Peak,Day,812,969,27,74,9,3.76,2.46,1.24
Natete Junction,2026-06-03,8,Peak,Day,904,1030,29,87,6,2.96,2.25,1.33
Natete Junction,2026-06-03,8,Peak,Day,869,1019,31,80,8,3.47,2.48,1.35
Natete Junction,2026-06-03,9,Off-Peak,Day,369,406,8,52,8,2.63,3.21,0.57
Natete Junction,2026-06-03,9,Off-Peak,Day,342,423,16,60,11,3.79,3.06,0.53
Natete Junction,2026-06-03,9,Off-Peak,Day,382,399,8,56,5,3.85,2.2,0.62
Natete Junction,2026-06-03,9,Off-Peak,Day,391,452,2,61,5,4.06,2.65,0.63
Natete Junction,2026-06-03,10,Off-Peak,Day,354,412,10,75,5,3.06,2.94,0.59
Natete Junction,2026-06-03,10,Off-Peak,Day,388,422,28,56,0,3.37,2.67,0.65
Natete Junction,2026-06-03,10,Off-Peak,Day,358,402,7,68,4,3.52,1.99,0.68
Natete Junction,2026-06-03,10,Off-Peak,Day,349,331,12,75,7,3.38,1.95,0.56
Natete Junction,2026-06-03,11,Off-Peak,Day,382,354,8,22,4,3.37,2.79,0.52
Natete Junction,2026-06-03,11,Off-Peak,Day,361,444,17,34,6,2.68,1.9,0.63
Natete Junction,2026-06-03,11,Off-Peak,Day,329,427,6,45,2,3.86,2.51,0.53
Natete Junction,2026-06-03,11,Off-Peak,Day,348,448,10,43,9,3.22,3.5,0.6
Natete Junction,2026-06-03,12,Off-Peak,Day,281,281,2,55,9,3.91,2.42,0.52
Natete Junction,2026-06-03,12,Off-Peak,Day,235,412,7,49,3,2.81,2.66,0.55
Natete Junction,2026-06-03,12,Off-Peak,Day,316,328,8,26,4,3.29,2.81,0.52
Natete Junction,2026-06-03,12,Off-Peak,Day,293,305,2,53,4,3.84,2.78,0.49
Natete Junction,2026-06-03,13,Off-Peak,Day,272,346,12,39,3,2.81,1.72,0.44
Natete Junction,2026-06-03,13,Off-Peak,Day,314,292,5,46,10,4.12,2.66,0.51
Natete Junction,2026-06-03,13,Off-Peak,Day,282,320,20,13,8,3.02,2.4,0.52
Natete Junction,2026-06-03,13,Off-Peak,Day,321,391,4,25,5,3.36,2.68,0.5
Natete Junction,2026-06-03,14,Off-Peak,Day,309,344,9,58,6,2.66,2.35,0.51
Natete Junction,2026-06-03,14,Off-Peak,Day,314,379,18,68,7,3.04,1.48,0.55
Natete Junction,2026-06-03,14,Off-Peak,Day,302,368,9,45,3,2.83,2.69,0.41
Natete Junction,2026-06-03,14,Off-Peak,Day,310,365,24,58,2,2.93,2.85,0.54
Natete Junction,2026-06-03,15,Off-Peak,Day,318,315,11,54,10,3.13,2.59,0.44
Natete Junction,2026-06-03,15,Off-Peak,Day,288,233,17,62,6,3.0,3.13,0.33
Natete Junction,2026-06-03,15,Off-Peak,Day,340,339,22,47,4,2.86,2.18,0.58
Natete Junction,2026-06-03,15,Off-Peak,Day,306,401,18,38,4,3.3,1.91,0.48
Natete Junction,2026-06-03,16,Off-Peak,Day,380,512,11,73,1,4.55,2.52,0.74
Natete Junction,2026-06-03,16,Off-Peak,Day,530,432,9,64,7,3.48,2.3,0.79
Natete Junction,2026-06-03,16,Off-Peak,Day,419,444,7,65,4,3.93,2.3,0.57
Natete Junction,2026-06-03,16,Off-Peak,Day,425,487,4,43,7,4.16,2.71,0.61
Natete Junction,2026-06-03,17,Peak,Day,773,895,24,87,8,3.33,2.26,1.22
Natete Junction,2026-06-03,17,Peak,Day,726,938,25,83,5,3.34,2.09,1.32
Natete Junction,2026-06-03,17,Peak,Day,813,915,34,74,9,3.58,1.74,1.26
Natete Junction,2026-06-03,17,Peak,Day,859,868,24,72,6,2.2,2.41,1.2
Natete Junction,2026-06-03,18,Peak,Day,797,893,29,80,11,3.01,2.39,1.24
Natete Junction,2026-06-03,18,Peak,Day,848,874,32,81,9,3.31,1.91,1.22
Natete Junction,2026-06-03,18,Peak,Day,812,884,13,82,8,3.28,2.01,1.19
Natete Junction,2026-06-03,18,Peak,Day,752,891,39,67,9,3.04,2.84,1.2
Wandegeya Junction,2026-06-04,7,Peak,Day,761,797,26,60,8,3.61,2.47,1.12
Wandegeya Junction,2026-06-04,7,Peak,Day,687,912,27,74,10,3.45,1.98,1.14
Wandegeya Junction,2026-06-04,7,Peak,Day,731,837,29,85,4,3.53,3.34,1.13
Wandegeya Junction,2026-06-04,7,Peak,Day,764,832,24,100,2,2.49,1.5,1.19
Wandegeya Junction,2026-06-04,8,Peak,Day,831,918,31,84,18,3.56,2.24,1.29
Wandegeya Junction,2026-06-04,8,Peak,Day,818,913,31,107,12,2.15,2.36,1.3
Wandegeya Junction,2026-06-04,8,Peak,Day,818,973,50,102,9,2.08,2.77,1.3
Wandegeya Junction,2026-06-04,8,Peak,Day,832,879,22,82,9,2.74,2.98,1.27
Wandegeya Junction,2026-06-04,9,Off-Peak,Day,321,423,8,57,6,3.18,2.45,0.63
Wandegeya Junction,2026-06-04,9,Off-Peak,Day,408,434,4,51,0,2.69,2.26,0.69
Wandegeya Junction,2026-06-04,9,Off-Peak,Day,338,367,16,31,8,4.76,2.1,0.5
Wandegeya Junction,2026-06-04,9,Off-Peak,Day,360,437,5,51,7,2.61,1.78,0.54
Wandegeya Junction,2026-06-04,10,Off-Peak,Day,342,394,2,46,9,3.13,1.78,0.61
Wandegeya Junction,2026-06-04,10,Off-Peak,Day,340,379,8,45,3,2.98,2.58,0.52
Wandegeya Junction,2026-06-04,10,Off-Peak,Day,329,456,15,42,0,2.89,2.63,0.6
Wandegeya Junction,2026-06-04,10,Off-Peak,Day,409,433,2,36,1,2.93,2.17,0.69
Wandegeya Junction,2026-06-04,11,Off-Peak,Day,329,375,2,59,1,3.53,2.9,0.45
Wandegeya Junction,2026-06-04,11,Off-Peak,Day,379,386,2,64,5,3.22,2.92,0.45
Wandegeya Junction,2026-06-04,11,Off-Peak,Day,328,377,4,16,10,3.55,2.47,0.46
Wandegeya Junction,2026-06-04,11,Off-Peak,Day,356,375,22,40,7,3.62,2.06,0.46
Wandegeya Junction,2026-06-04,12,Off-Peak,Day,290,346,19,43,0,3.64,2.57,0.44
Wandegeya Junction,2026-06-04,12,Off-Peak,Day,299,281,19,33,4,4.14,2.68,0.32
Wandegeya Junction,2026-06-04,12,Off-Peak,Day,229,370,19,69,0,3.3,1.88,0.51
Wandegeya Junction,2026-06-04,12,Off-Peak,Day,314,296,13,56,0,3.37,2.51,0.39
Wandegeya Junction,2026-06-04,13,Off-Peak,Day,326,356,4,55,4,3.08,3.32,0.54
Wandegeya Junction,2026-06-04,13,Off-Peak,Day,372,337,3,28,8,3.73,2.99,0.52
Wandegeya Junction,2026-06-04,13,Off-Peak,Day,277,374,13,44,6,3.52,2.24,0.38
Wandegeya Junction,2026-06-04,13,Off-Peak,Day,320,345,23,50,1,4.3,2.66,0.59
Wandegeya Junction,2026-06-04,14,Off-Peak,Day,284,310,23,46,6,3.57,2.62,0.44
Wandegeya Junction,2026-06-04,14,Off-Peak,Day,322,376,2,47,8,3.53,2.03,0.46
Wandegeya Junction,2026-06-04,14,Off-Peak,Day,281,304,2,39,4,3.14,1.87,0.48
Wandegeya Junction,2026-06-04,14,Off-Peak,Day,274,339,19,50,5,3.54,2.16,0.53
Wandegeya Junction,2026-06-04,15,Off-Peak,Day,305,329,27,56,5,4.55,2.39,0.52
Wandegeya Junction,2026-06-04,15,Off-Peak,Day,302,378,7,26,0,2.48,2.33,0.46
Wandegeya Junction,2026-06-04,15,Off-Peak,Day,267,278,14,45,7,3.71,2.83,0.34
Wandegeya Junction,2026-06-04,15,Off-Peak,Day,341,423,18,40,5,3.3,3.11,0.55
Wandegeya Junction,2026-06-04,16,Off-Peak,Day,387,525,3,74,5,3.47,3.1,0.73
Wandegeya Junction,2026-06-04,16,Off-Peak,Day,453,575,15,69,6,3.12,3.46,0.81
Wandegeya Junction,2026-06-04,16,Off-Peak,Day,408,436,16,75,9,3.59,1.9,0.63
Wandegeya Junction,2026-06-04,16,Off-Peak,Day,433,538,16,53,2,2.63,3.03,0.67
Wandegeya Junction,2026-06-04,17,Peak,Day,760,891,38,79,7,3.14,1.88,1.21
Wandegeya Junction,2026-06-04,17,Peak,Day,747,872,28,78,7,3.34,2.8,1.15
Wandegeya Junction,2026-06-04,17,Peak,Day,752,852,17,68,6,2.73,2.64,1.18
Wandegeya Junction,2026-06-04,17,Peak,Day,786,936,19,67,9,3.82,1.99,1.22
Wandegeya Junction,2026-06-04,18,Peak,Day,718,834,30,65,10,3.58,2.36,1.1
Wandegeya Junction,2026-06-04,18,Peak,Day,754,812,25,80,12,3.89,3.1,1.12
Wandegeya Junction,2026-06-04,18,Peak,Day,698,854,19,70,13,2.9,2.04,1.14
Wandegeya Junction,2026-06-04,18,Peak,Day,729,844,34,88,6,3.29,2.77,1.17
Kibuye Roundabout,2026-06-04,7,Peak,Day,829,944,34,76,3,4.25,2.15,1.31
Kibuye Roundabout,2026-06-04,7,Peak,Day,806,970,23,86,7,3.35,1.87,1.26
Kibuye Roundabout,2026-06-04,7,Peak,Day,867,891,30,62,12,3.87,2.44,1.25
Kibuye Roundabout,2026-06-04,7,Peak,Day,852,906,27,82,6,3.47,2.39,1.23
Kibuye Roundabout,2026-06-04,8,Peak,Day,887,1109,31,100,11,2.44,3.28,1.35
Kibuye Roundabout,2026-06-04,8,Peak,Day,903,1062,32,104,8,3.84,2.07,1.35
Kibuye Roundabout,2026-06-04,8,Peak,Day,963,937,27,88,4,3.15,2.36,1.35
Kibuye Roundabout,2026-06-04,8,Peak,Day,891,1137,28,112,5,3.1,2.55,1.35
Kibuye Roundabout,2026-06-04,9,Off-Peak,Day,376,489,13,61,4,2.85,1.84,0.59
Kibuye Roundabout,2026-06-04,9,Off-Peak,Day,358,439,14,76,9,3.26,3.25,0.62
Kibuye Roundabout,2026-06-04,9,Off-Peak,Day,388,392,18,64,8,3.45,2.35,0.57
Kibuye Roundabout,2026-06-04,9,Off-Peak,Day,312,441,12,71,4,2.92,2.64,0.58
Kibuye Roundabout,2026-06-04,10,Off-Peak,Day,347,480,11,68,3,3.57,2.76,0.65
Kibuye Roundabout,2026-06-04,10,Off-Peak,Day,415,404,2,52,13,3.11,1.62,0.63
Kibuye Roundabout,2026-06-04,10,Off-Peak,Day,332,387,24,53,9,3.22,2.62,0.59
Kibuye Roundabout,2026-06-04,10,Off-Peak,Day,384,430,8,68,8,3.12,2.8,0.64
Kibuye Roundabout,2026-06-04,11,Off-Peak,Day,322,388,11,55,8,2.7,2.52,0.53
Kibuye Roundabout,2026-06-04,11,Off-Peak,Day,366,441,13,66,3,2.78,2.78,0.58
Kibuye Roundabout,2026-06-04,11,Off-Peak,Day,348,395,24,71,6,2.7,2.77,0.6
Kibuye Roundabout,2026-06-04,11,Off-Peak,Day,320,391,5,46,4,3.78,2.95,0.46
Kibuye Roundabout,2026-06-04,12,Off-Peak,Day,334,305,2,55,4,3.21,2.98,0.48
Kibuye Roundabout,2026-06-04,12,Off-Peak,Day,321,381,2,53,11,3.78,2.46,0.5
Kibuye Roundabout,2026-06-04,12,Off-Peak,Day,299,321,20,60,3,3.04,2.75,0.41
Kibuye Roundabout,2026-06-04,12,Off-Peak,Day,303,390,21,28,3,3.24,2.53,0.5
Kibuye Roundabout,2026-06-04,13,Off-Peak,Day,298,358,16,46,1,3.23,2.43,0.49
Kibuye Roundabout,2026-06-04,13,Off-Peak,Day,316,336,11,62,1,4.69,2.08,0.46
Kibuye Roundabout,2026-06-04,13,Off-Peak,Day,339,270,2,44,11,2.31,1.9,0.38
Kibuye Roundabout,2026-06-04,13,Off-Peak,Day,353,332,18,55,8,3.18,1.58,0.62
Kibuye Roundabout,2026-06-04,14,Off-Peak,Day,305,349,4,45,8,3.21,2.94,0.55
Kibuye Roundabout,2026-06-04,14,Off-Peak,Day,322,396,14,48,10,3.04,2.45,0.47
Kibuye Roundabout,2026-06-04,14,Off-Peak,Day,364,359,14,30,7,2.33,2.5,0.57
Kibuye Roundabout,2026-06-04,14,Off-Peak,Day,296,323,2,57,5,3.74,1.93,0.41
Kibuye Roundabout,2026-06-04,15,Off-Peak,Day,285,338,13,53,6,3.26,2.62,0.55
Kibuye Roundabout,2026-06-04,15,Off-Peak,Day,320,370,7,45,0,3.48,2.23,0.53
Kibuye Roundabout,2026-06-04,15,Off-Peak,Day,365,373,2,44,1,3.95,2.56,0.5
Kibuye Roundabout,2026-06-04,15,Off-Peak,Day,331,320,6,65,8,2.99,1.45,0.48
Kibuye Roundabout,2026-06-04,16,Off-Peak,Day,393,500,3,62,2,3.55,2.71,0.65
Kibuye Roundabout,2026-06-04,16,Off-Peak,Day,435,439,2,76,8,2.92,2.32,0.62
Kibuye Roundabout,2026-06-04,16,Off-Peak,Day,451,484,2,77,3,2.55,2.1,0.67
Kibuye Roundabout,2026-06-04,16,Off-Peak,Day,474,467,5,67,5,3.22,2.74,0.64
Kibuye Roundabout,2026-06-04,17,Peak,Day,871,914,19,75,9,3.32,2.37,1.27
Kibuye Roundabout,2026-06-04,17,Peak,Day,759,875,30,88,11,3.18,2.62,1.17
Kibuye Roundabout,2026-06-04,17,Peak,Day,772,913,35,77,10,3.19,1.94,1.35
Kibuye Roundabout,2026-06-04,17,Peak,Day,889,952,32,70,11,2.79,2.65,1.35
Kibuye Roundabout,2026-06-04,18,Peak,Day,884,945,37,77,11,3.52,1.95,1.29
Kibuye Roundabout,2026-06-04,18,Peak,Day,834,999,38,87,4,4.08,2.85,1.35
Kibuye Roundabout,2026-06-04,18,Peak,Day,832,954,23,73,13,1.95,2.64,1.31
Kibuye Roundabout,2026-06-04,18,Peak,Day,840,933,26,91,11,3.13,2.48,1.33
Bakuli Intersection,2026-06-04,7,Peak,Day,652,788,23,78,12,2.96,2.83,1.13
Bakuli Intersection,2026-06-04,7,Peak,Day,704,744,16,60,8,2.42,2.43,0.92
Bakuli Intersection,2026-06-04,7,Peak,Day,667,702,24,63,9,3.29,2.96,1.04
Bakuli Intersection,2026-06-04,7,Peak,Day,654,754,26,56,7,3.64,3.06,1.09
Bakuli Intersection,2026-06-04,8,Peak,Day,803,842,24,98,8,4.04,2.42,1.26
Bakuli Intersection,2026-06-04,8,Peak,Day,801,845,28,65,15,3.38,2.96,1.19
Bakuli Intersection,2026-06-04,8,Peak,Day,720,860,21,59,8,3.17,1.88,1.16
Bakuli Intersection,2026-06-04,8,Peak,Day,759,907,39,77,6,3.19,2.03,1.25
Bakuli Intersection,2026-06-04,9,Off-Peak,Day,338,331,24,69,4,2.42,3.2,0.5
Bakuli Intersection,2026-06-04,9,Off-Peak,Day,362,441,2,59,5,2.9,2.58,0.51
Bakuli Intersection,2026-06-04,9,Off-Peak,Day,367,432,6,65,2,3.68,2.5,0.71
Bakuli Intersection,2026-06-04,9,Off-Peak,Day,442,347,21,51,0,3.48,2.48,0.6
Bakuli Intersection,2026-06-04,10,Off-Peak,Day,270,399,6,68,3,2.52,2.68,0.54
Bakuli Intersection,2026-06-04,10,Off-Peak,Day,315,354,8,46,6,3.1,2.48,0.44
Bakuli Intersection,2026-06-04,10,Off-Peak,Day,404,350,3,43,2,3.58,2.13,0.64
Bakuli Intersection,2026-06-04,10,Off-Peak,Day,349,395,20,47,3,3.03,3.23,0.58
Bakuli Intersection,2026-06-04,11,Off-Peak,Day,377,360,2,52,7,3.73,1.42,0.52
Bakuli Intersection,2026-06-04,11,Off-Peak,Day,291,314,5,46,6,3.42,2.23,0.49
Bakuli Intersection,2026-06-04,11,Off-Peak,Day,328,401,14,57,5,2.97,2.28,0.51
Bakuli Intersection,2026-06-04,11,Off-Peak,Day,333,393,8,47,5,3.04,2.13,0.55
Bakuli Intersection,2026-06-04,12,Off-Peak,Day,245,322,2,32,3,3.56,2.07,0.44
Bakuli Intersection,2026-06-04,12,Off-Peak,Day,309,258,17,30,8,2.19,1.94,0.42
Bakuli Intersection,2026-06-04,12,Off-Peak,Day,229,287,7,40,8,3.84,3.07,0.38
Bakuli Intersection,2026-06-04,12,Off-Peak,Day,279,225,20,46,7,4.17,2.84,0.39
