Intersection,Date,Hour,Period,Weather,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks
Kibuye Roundabout,2026-06-09,11,Off-Peak,Dry,246,728,96,81,5
Kibuye Roundabout,2026-06-09,11,Off-Peak,Dry,250,461,138,108,17
Kibuye Roundabout,2026-06-09,11,Off-Peak,Dry,231,628,131,73,11
Kibuye Roundabout,2026-06-09,12,Off-Peak,Dry,184,462,91,77,8
Kibuye Roundabout,2026-06-09,12,Off-Peak,Dry,199,373,97,83,6
Kibuye Roundabout,2026-06-09,12,Off-Peak,Dry,224,469,111,68,14
Kibuye Roundabout,2026-06-09,12,Off-Peak,Dry,205,612,112,87,10
Kibuye Roundabout,2026-06-09,13,Off-Peak,Dry,213,494,107,73,11
Kibuye Roundabout,2026-06-09,13,Off-Peak,Dry,210,399,127,99,13
Kibuye Roundabout,2026-06-09,13,Off-Peak,Dry,126,424,66,62,3
Kibuye Roundabout,2026-06-09,13,Off-Peak,Dry,231,626,97,85,9
Kibuye Roundabout,2026-06-09,14,Off-Peak,Dry,156,453,102,54,8
Kibuye Roundabout,2026-06-09,14,Off-Peak,Dry,126,373,82,52,8
Kibuye Roundabout,2026-06-09,14,Off-Peak,Dry,208,459,130,90,15
Kibuye Roundabout,2026-06-09,14,Off-Peak,Dry,208,626,91,99,4
Kibuye Roundabout,2026-06-09,15,Off-Peak,Dry,231,508,100,113,10
Kibuye Roundabout,2026-06-09,15,Off-Peak,Dry,152,411,82,65,7
Kibuye Roundabout,2026-06-09,15,Off-Peak,Dry,240,378,94,108,9
Kibuye Roundabout,2026-06-09,15,Off-Peak,Dry,236,540,116,100,10
Kibuye Roundabout,2026-06-09,16,Peak,Dry,500,1106,249,225,35
Kibuye Roundabout,2026-06-09,16,Peak,Dry,524,1133,292,202,27
Kibuye Roundabout,2026-06-09,16,Peak,Dry,397,993,201,155,28
Kibuye Roundabout,2026-06-09,16,Peak,Dry,500,1120,263,167,36
Kibuye Roundabout,2026-06-09,17,Peak,Dry,485,1571,268,188,11
Kibuye Roundabout,2026-06-09,17,Peak,Dry,682,1570,235,320,43
Kibuye Roundabout,2026-06-09,17,Peak,Dry,520,1657,315,216,24
Kibuye Roundabout,2026-06-09,17,Peak,Dry,572,1635,242,260,22
Kibuye Roundabout,2026-06-09,18,Peak,Dry,566,951,286,183,26
Kibuye Roundabout,2026-06-09,18,Peak,Dry,602,1706,314,298,40
Kibuye Roundabout,2026-06-09,18,Peak,Dry,398,1039,237,134,23
Kibuye Roundabout,2026-06-09,18,Peak,Dry,610,1612,308,204,26
Kibuye Roundabout,2026-06-09,19,Off-Peak,Dry,460,1375,261,227,24
Kibuye Roundabout,2026-06-09,19,Off-Peak,Dry,588,1277,273,231,15
Kibuye Roundabout,2026-06-09,19,Off-Peak,Dry,551,1319,324,208,20
Kibuye Roundabout,2026-06-09,19,Off-Peak,Dry,423,1226,222,165,31
Kibuye Roundabout,2026-06-09,20,Off-Peak,Dry,185,381,70,73,9
Kibuye Roundabout,2026-06-09,20,Off-Peak,Dry,256,685,119,89,13
Kibuye Roundabout,2026-06-09,20,Off-Peak,Dry,182,483,109,84,5
Kibuye Roundabout,2026-06-09,20,Off-Peak,Dry,149,425,91,49,4
Kibuye Roundabout,2026-06-09,21,Off-Peak,Dry,202,448,110,99,7
Kibuye Roundabout,2026-06-09,21,Off-Peak,Dry,141,452,78,57,8
Kibuye Roundabout,2026-06-09,21,Off-Peak,Dry,194,373,91,61,9
Kibuye Roundabout,2026-06-09,21,Off-Peak,Dry,301,649,163,122,8
Kibuye Roundabout,2026-06-10,6,Off-Peak,Dry,203,449,82,89,7
Kibuye Roundabout,2026-06-10,6,Off-Peak,Dry,241,497,97,72,5
Kibuye Roundabout,2026-06-10,6,Off-Peak,Dry,228,594,144,102,13
Kibuye Roundabout,2026-06-10,6,Off-Peak,Dry,155,505,86,56,5
Kibuye Roundabout,2026-06-10,7,Peak,Dry,470,896,245,161,28
Kibuye Roundabout,2026-06-10,7,Peak,Dry,541,1458,247,211,35
Kibuye Roundabout,2026-06-10,7,Peak,Dry,551,1110,255,190,35
Kibuye Roundabout,2026-06-10,7,Peak,Dry,465,1327,235,182,16
Kibuye Roundabout,2026-06-10,8,Peak,Dry,691,1685,275,322,21
Kibuye Roundabout,2026-06-10,8,Peak,Dry,526,1272,298,202,17
Kibuye Roundabout,2026-06-10,8,Peak,Dry,480,986,272,201,11
Kibuye Roundabout,2026-06-10,8,Peak,Dry,537,936,243,220,42
Kibuye Roundabout,2026-06-10,9,Off-Peak,Dry,537,865,236,257,15
Kibuye Roundabout,2026-06-10,9,Off-Peak,Dry,423,1010,277,189,32
Kibuye Roundabout,2026-06-10,9,Off-Peak,Dry,619,1372,231,235,36
Kibuye Roundabout,2026-06-10,9,Off-Peak,Dry,410,1426,278,150,25
Kibuye Roundabout,2026-06-10,10,Off-Peak,Dry,207,521,96,63,9
Kibuye Roundabout,2026-06-10,10,Off-Peak,Dry,182,339,99,64,10
Kibuye Roundabout,2026-06-10,10,Off-Peak,Dry,185,524,80,84,10
Kibuye Roundabout,2026-06-10,10,Off-Peak,Dry,309,445,120,136,17
Kibuye Roundabout,2026-06-10,11,Off-Peak,Dry,202,508,75,95,8
Kibuye Roundabout,2026-06-10,11,Off-Peak,Dry,219,411,135,66,10
Kibuye Roundabout,2026-06-10,11,Off-Peak,Dry,204,547,99,94,7
Kibuye Roundabout,2026-06-10,11,Off-Peak,Dry,211,499,139,65,5
Kibuye Roundabout,2026-06-10,12,Off-Peak,Dry,181,341,87,73,5
Kibuye Roundabout,2026-06-10,12,Off-Peak,Dry,235,755,146,83,6
Kibuye Roundabout,2026-06-10,12,Off-Peak,Dry,169,518,84,68,7
Kibuye Roundabout,2026-06-10,12,Off-Peak,Dry,189,341,74,72,3
Kibuye Roundabout,2026-06-10,13,Off-Peak,Dry,176,451,80,71,11
Kibuye Roundabout,2026-06-10,13,Off-Peak,Dry,275,532,105,96,21
Kibuye Roundabout,2026-06-10,13,Off-Peak,Dry,194,330,68,88,14
Kibuye Roundabout,2026-06-10,13,Off-Peak,Dry,211,414,110,65,12
Kibuye Roundabout,2026-06-10,14,Off-Peak,Dry,273,496,153,132,21
Kibuye Roundabout,2026-06-10,14,Off-Peak,Dry,221,749,114,101,15
Kibuye Roundabout,2026-06-10,14,Off-Peak,Dry,274,612,125,109,14
Kibuye Roundabout,2026-06-10,14,Off-Peak,Dry,161,507,73,64,10
Kibuye Roundabout,2026-06-10,15,Off-Peak,Dry,144,403,83,53,5
Kibuye Roundabout,2026-06-10,15,Off-Peak,Dry,207,587,106,96,9
Kibuye Roundabout,2026-06-10,15,Off-Peak,Dry,220,605,88,89,8
Kibuye Roundabout,2026-06-10,15,Off-Peak,Dry,167,431,101,76,8
Kibuye Roundabout,2026-06-10,16,Peak,Dry,581,1618,311,239,41
Kibuye Roundabout,2026-06-10,16,Peak,Dry,510,1619,311,240,17
Kibuye Roundabout,2026-06-10,16,Peak,Dry,500,1048,200,201,38
Kibuye Roundabout,2026-06-10,16,Peak,Dry,512,1522,237,205,24
Kibuye Roundabout,2026-06-10,17,Peak,Dry,477,1293,314,236,25
Kibuye Roundabout,2026-06-10,17,Peak,Dry,650,1033,314,264,37
Kibuye Roundabout,2026-06-10,17,Peak,Dry,420,1239,245,189,33
Kibuye Roundabout,2026-06-10,17,Peak,Dry,451,1223,244,206,16
Kibuye Roundabout,2026-06-10,18,Peak,Dry,632,1054,290,271,12
Kibuye Roundabout,2026-06-10,18,Peak,Dry,440,1056,287,200,21
Kibuye Roundabout,2026-06-10,18,Peak,Dry,662,1124,271,260,14
Kibuye Roundabout,2026-06-10,18,Peak,Dry,590,1396,254,245,32
Kibuye Roundabout,2026-06-10,19,Off-Peak,Dry,619,1590,242,306,37
Kibuye Roundabout,2026-06-10,19,Off-Peak,Dry,383,1403,197,116,27
Kibuye Roundabout,2026-06-10,19,Off-Peak,Dry,529,1441,261,186,40
Kibuye Roundabout,2026-06-10,19,Off-Peak,Dry,601,1428,224,282,26
Kibuye Roundabout,2026-06-10,20,Off-Peak,Dry,278,671,124,90,14
Kibuye Roundabout,2026-06-10,20,Off-Peak,Dry,162,493,112,78,4
Kibuye Roundabout,2026-06-10,20,Off-Peak,Dry,260,392,133,93,20
Kibuye Roundabout,2026-06-10,20,Off-Peak,Dry,194,560,121,74,7
Kibuye Roundabout,2026-06-10,21,Off-Peak,Dry,206,334,91,73,15
Kibuye Roundabout,2026-06-10,21,Off-Peak,Dry,272,430,142,102,19
Kibuye Roundabout,2026-06-10,21,Off-Peak,Dry,176,495,102,68,9
Kibuye Roundabout,2026-06-10,21,Off-Peak,Dry,157,279,86,72,5
Kibuye Roundabout,2026-06-11,6,Off-Peak,Dry,276,634,141,115,12
Kibuye Roundabout,2026-06-11,6,Off-Peak,Dry,193,506,122,85,8
Kibuye Roundabout,2026-06-11,6,Off-Peak,Dry,234,584,125,87,6
Kibuye Roundabout,2026-06-11,6,Off-Peak,Dry,279,785,125,131,9
Kibuye Roundabout,2026-06-11,7,Peak,Dry,464,1289,287,176,23
Kibuye Roundabout,2026-06-11,7,Peak,Dry,667,1748,347,316,24
Kibuye Roundabout,2026-06-11,7,Peak,Dry,456,1330,285,199,26
Kibuye Roundabout,2026-06-11,7,Peak,Dry,590,855,269,275,31
Kibuye Roundabout,2026-06-11,8,Peak,Dry,410,1507,299,147,27
Kibuye Roundabout,2026-06-11,8,Peak,Dry,649,1611,293,234,46
Kibuye Roundabout,2026-06-11,8,Peak,Dry,489,1538,256,194,24
Kibuye Roundabout,2026-06-11,8,Peak,Dry,485,1321,291,232,30
Kibuye Roundabout,2026-06-11,9,Off-Peak,Dry,395,1057,229,135,17
Kibuye Roundabout,2026-06-11,9,Off-Peak,Dry,509,1044,288,229,22
Kibuye Roundabout,2026-06-11,9,Off-Peak,Dry,559,824,204,225,30
Kibuye Roundabout,2026-06-11,9,Off-Peak,Dry,640,1085,282,224,34
Kibuye Roundabout,2026-06-11,10,Off-Peak,Dry,305,578,108,116,20
Kibuye Roundabout,2026-06-11,10,Off-Peak,Dry,263,386,112,79,9
Kibuye Roundabout,2026-06-11,10,Off-Peak,Dry,198,323,83,80,5
Kibuye Roundabout,2026-06-11,10,Off-Peak,Dry,227,549,140,98,6
Kibuye Roundabout,2026-06-11,11,Off-Peak,Dry,232,382,99,92,12
Kibuye Roundabout,2026-06-11,11,Off-Peak,Dry,182,312,88,56,11
Kibuye Roundabout,2026-06-11,11,Off-Peak,Dry,146,296,75,52,3
Kibuye Roundabout,2026-06-11,11,Off-Peak,Dry,153,452,96,67,3
Kibuye Roundabout,2026-06-11,12,Off-Peak,Dry,226,445,83,104,4
Kibuye Roundabout,2026-06-11,12,Off-Peak,Dry,293,552,111,114,20
Kibuye Roundabout,2026-06-11,12,Off-Peak,Dry,197,522,118,78,15
Kibuye Roundabout,2026-06-11,12,Off-Peak,Dry,174,364,98,77,13
Kibuye Roundabout,2026-06-11,13,Off-Peak,Dry,230,558,108,76,14
Kibuye Roundabout,2026-06-11,13,Off-Peak,Dry,270,573,144,111,20
Kibuye Roundabout,2026-06-11,13,Off-Peak,Dry,138,354,87,52,5
Kibuye Roundabout,2026-06-11,13,Off-Peak,Dry,280,676,115,117,7
Kibuye Roundabout,2026-06-11,14,Off-Peak,Dry,159,475,99,47,10
Kibuye Roundabout,2026-06-11,14,Off-Peak,Dry,225,531,115,108,8
Kibuye Roundabout,2026-06-11,14,Off-Peak,Dry,232,522,146,100,13
Kibuye Roundabout,2026-06-11,14,Off-Peak,Dry,171,488,80,69,12
Kibuye Roundabout,2026-06-11,15,Off-Peak,Dry,246,397,86,111,10
Kibuye Roundabout,2026-06-11,15,Off-Peak,Dry,153,391,92,69,10
Kibuye Roundabout,2026-06-11,15,Off-Peak,Dry,225,445,108,92,6
Kibuye Roundabout,2026-06-11,15,Off-Peak,Dry,182,440,93,84,12
Kibuye Roundabout,2026-06-11,16,Peak,Dry,536,1368,238,256,39
Kibuye Roundabout,2026-06-11,16,Peak,Dry,413,920,244,161,21
Kibuye Roundabout,2026-06-11,16,Peak,Dry,446,1099,238,188,16
Kibuye Roundabout,2026-06-11,16,Peak,Dry,651,1150,261,258,37
Kibuye Roundabout,2026-06-11,17,Peak,Dry,553,1039,248,266,25
Kibuye Roundabout,2026-06-11,17,Peak,Dry,611,1083,223,262,34
Kibuye Roundabout,2026-06-11,17,Peak,Dry,499,1136,227,245,13
Kibuye Roundabout,2026-06-11,17,Peak,Dry,689,1296,292,300,22
Kibuye Roundabout,2026-06-11,18,Peak,Dry,463,831,207,196,18
Kibuye Roundabout,2026-06-11,18,Peak,Dry,588,1087,284,263,34
Kibuye Roundabout,2026-06-11,18,Peak,Dry,684,1754,275,234,20
Kibuye Roundabout,2026-06-11,18,Peak,Dry,558,1396,266,272,27
Kibuye Roundabout,2026-06-11,19,Off-Peak,Dry,599,1164,297,183,22
Kibuye Roundabout,2026-06-11,19,Off-Peak,Dry,506,909,271,199,25
Kibuye Roundabout,2026-06-11,19,Off-Peak,Dry,440,1627,246,167,29
Kibuye Roundabout,2026-06-11,19,Off-Peak,Dry,479,1084,243,156,16
Kibuye Roundabout,2026-06-11,20,Off-Peak,Dry,143,332,99,49,10
Kibuye Roundabout,2026-06-11,20,Off-Peak,Dry,161,481,104,70,8
Kibuye Roundabout,2026-06-11,20,Off-Peak,Dry,293,737,142,91,10
Kibuye Roundabout,2026-06-11,20,Off-Peak,Dry,140,516,90,69,9
Kibuye Roundabout,2026-06-11,21,Off-Peak,Dry,215,400,92,97,13
Kibuye Roundabout,2026-06-11,21,Off-Peak,Dry,148,424,72,50,6
Kibuye Roundabout,2026-06-11,21,Off-Peak,Dry,247,494,137,92,9
Kibuye Roundabout,2026-06-11,21,Off-Peak,Dry,214,394,100,79,7
Kibuye Roundabout,2026-06-12,6,Off-Peak,Dry,238,515,134,113,6
Kibuye Roundabout,2026-06-12,6,Off-Peak,Dry,163,398,108,73,8
Kibuye Roundabout,2026-06-12,6,Off-Peak,Dry,192,395,71,83,14
Kibuye Roundabout,2026-06-12,6,Off-Peak,Dry,180,363,103,85,10
Kibuye Roundabout,2026-06-12,7,Peak,Dry,528,1148,223,197,38
Kibuye Roundabout,2026-06-12,7,Peak,Dry,530,1229,224,192,39
Kibuye Roundabout,2026-06-12,7,Peak,Dry,436,981,257,196,32
Kibuye Roundabout,2026-06-12,7,Peak,Dry,613,1315,280,200,18
Kibuye Roundabout,2026-06-12,8,Peak,Dry,566,1272,311,218,36
Kibuye Roundabout,2026-06-12,8,Peak,Dry,573,1152,273,227,14
Kibuye Roundabout,2026-06-12,8,Peak,Dry,603,976,259,241,19
Kibuye Roundabout,2026-06-12,8,Peak,Dry,502,1054,297,156,26
Kibuye Roundabout,2026-06-12,9,Off-Peak,Dry,504,1240,241,166,30
Kibuye Roundabout,2026-06-12,9,Off-Peak,Dry,485,1077,225,166,30
Kibuye Roundabout,2026-06-12,9,Off-Peak,Dry,602,1488,230,256,31
Kibuye Roundabout,2026-06-12,9,Off-Peak,Dry,583,1377,245,201,34
Kibuye Roundabout,2026-06-12,10,Off-Peak,Dry,201,473,113,100,12
Kibuye Roundabout,2026-06-12,10,Off-Peak,Dry,254,455,111,96,18
Kibuye Roundabout,2026-06-12,10,Off-Peak,Dry,189,399,90,69,8
Kibuye Roundabout,2026-06-12,10,Off-Peak,Dry,196,578,102,65,6
Kibuye Roundabout,2026-06-12,11,Off-Peak,Dry,140,398,87,61,8
Kibuye Roundabout,2026-06-12,11,Off-Peak,Dry,269,704,138,128,18
Kibuye Roundabout,2026-06-12,11,Off-Peak,Dry,167,297,90,61,12
Kibuye Roundabout,2026-06-12,11,Off-Peak,Dry,180,392,116,77,5
Kibuye Roundabout,2026-06-12,12,Off-Peak,Dry,176,398,98,83,10
Kibuye Roundabout,2026-06-12,12,Off-Peak,Dry,237,612,129,109,7
Kibuye Roundabout,2026-06-12,12,Off-Peak,Dry,263,614,152,88,10
Kibuye Roundabout,2026-06-12,12,Off-Peak,Dry,291,654,154,105,14
Kibuye Roundabout,2026-06-12,13,Off-Peak,Dry,256,803,142,94,7
Kibuye Roundabout,2026-06-12,13,Off-Peak,Dry,210,545,84,91,10
Kibuye Roundabout,2026-06-12,13,Off-Peak,Dry,230,519,115,101,17
Kibuye Roundabout,2026-06-12,13,Off-Peak,Dry,306,468,129,148,15
Kibuye Roundabout,2026-06-12,14,Off-Peak,Dry,286,459,143,127,12
Kibuye Roundabout,2026-06-12,14,Off-Peak,Dry,216,617,111,100,12
Kibuye Roundabout,2026-06-12,14,Off-Peak,Dry,192,556,102,95,11
Kibuye Roundabout,2026-06-12,14,Off-Peak,Dry,201,401,83,91,8
Kibuye Roundabout,2026-06-12,15,Off-Peak,Dry,258,409,117,119,18
Kibuye Roundabout,2026-06-12,15,Off-Peak,Dry,226,678,127,77,16
Kibuye Roundabout,2026-06-12,15,Off-Peak,Dry,243,744,154,87,19
Kibuye Roundabout,2026-06-12,15,Off-Peak,Dry,168,427,74,54,9
Kibuye Roundabout,2026-06-12,16,Peak,Dry,565,1294,212,256,39
Kibuye Roundabout,2026-06-12,16,Peak,Dry,467,1612,319,147,17
Kibuye Roundabout,2026-06-12,16,Peak,Dry,602,1003,283,285,19
Kibuye Roundabout,2026-06-12,16,Peak,Dry,663,1527,227,288,41
Kibuye Roundabout,2026-06-12,17,Peak,Dry,516,976,274,174,12
Kibuye Roundabout,2026-06-12,17,Peak,Dry,450,1412,207,198,25
Kibuye Roundabout,2026-06-12,17,Peak,Dry,621,1260,242,255,41
Kibuye Roundabout,2026-06-12,17,Peak,Dry,622,1500,269,227,19
Kibuye Roundabout,2026-06-12,18,Peak,Dry,621,1370,253,299,45
Kibuye Roundabout,2026-06-12,18,Peak,Dry,642,1376,246,200,38
Kibuye Roundabout,2026-06-12,18,Peak,Dry,637,1009,282,265,36
Kibuye Roundabout,2026-06-12,18,Peak,Dry,539,1140,272,264,33
Kibuye Roundabout,2026-06-12,19,Off-Peak,Dry,493,1524,228,205,16
Kibuye Roundabout,2026-06-12,19,Off-Peak,Dry,625,1163,314,196,14
Kibuye Roundabout,2026-06-12,19,Off-Peak,Dry,508,949,274,184,23
Kibuye Roundabout,2026-06-12,19,Off-Peak,Dry,518,1155,249,194,23
Kibuye Roundabout,2026-06-12,20,Off-Peak,Dry,282,574,105,124,12
Kibuye Roundabout,2026-06-12,20,Off-Peak,Dry,265,481,114,96,13
Kibuye Roundabout,2026-06-12,20,Off-Peak,Dry,280,767,155,123,20
Kibuye Roundabout,2026-06-12,20,Off-Peak,Dry,217,546,114,72,9
Kibuye Roundabout,2026-06-12,21,Off-Peak,Dry,173,465,82,62,11
Kibuye Roundabout,2026-06-12,21,Off-Peak,Dry,163,443,102,80,5
Kibuye Roundabout,2026-06-12,21,Off-Peak,Dry,172,351,69,69,13
Kibuye Roundabout,2026-06-12,21,Off-Peak,Dry,180,501,83,65,3
Kibuye Roundabout,2026-06-13,6,Off-Peak,Dry,199,397,91,77,14
Kibuye Roundabout,2026-06-13,6,Off-Peak,Dry,277,715,122,102,9
Kibuye Roundabout,2026-06-13,6,Off-Peak,Dry,214,466,94,83,16
Kibuye Roundabout,2026-06-13,6,Off-Peak,Dry,178,316,84,71,4
Kibuye Roundabout,2026-06-13,7,Peak,Dry,457,1656,296,152,9
Kibuye Roundabout,2026-06-13,7,Peak,Dry,535,1269,198,208,27
Kibuye Roundabout,2026-06-13,7,Peak,Dry,578,1057,258,222,23
Kibuye Roundabout,2026-06-13,7,Peak,Dry,498,846,213,199,21
Kibuye Roundabout,2026-06-13,8,Peak,Dry,581,1317,305,210,25
Kibuye Roundabout,2026-06-13,8,Peak,Dry,437,1408,215,157,32
Kibuye Roundabout,2026-06-13,8,Peak,Dry,509,1331,267,181,37
Kibuye Roundabout,2026-06-13,8,Peak,Dry,487,1093,254,190,20
Kibuye Roundabout,2026-06-13,9,Off-Peak,Dry,457,1206,293,151,16
Kibuye Roundabout,2026-06-13,9,Off-Peak,Dry,597,1366,274,293,28
Kibuye Roundabout,2026-06-13,9,Off-Peak,Dry,523,973,302,203,26
Kibuye Roundabout,2026-06-13,9,Off-Peak,Dry,463,1191,322,224,19
Kibuye Roundabout,2026-06-13,10,Off-Peak,Dry,228,605,111,77,5
Kibuye Roundabout,2026-06-13,10,Off-Peak,Dry,226,470,89,94,11
Kibuye Roundabout,2026-06-13,10,Off-Peak,Dry,236,631,116,75,7
Kibuye Roundabout,2026-06-13,10,Off-Peak,Dry,236,512,131,116,10
Kibuye Roundabout,2026-06-13,11,Off-Peak,Dry,159,484,90,75,6
Kibuye Roundabout,2026-06-13,11,Off-Peak,Dry,173,420,74,62,5
Kibuye Roundabout,2026-06-13,11,Off-Peak,Dry,284,544,144,123,17
Kibuye Roundabout,2026-06-13,11,Off-Peak,Dry,232,833,126,99,9
Kibuye Roundabout,2026-06-13,12,Off-Peak,Dry,267,743,148,105,9
Kibuye Roundabout,2026-06-13,12,Off-Peak,Dry,212,465,105,81,5
Kibuye Roundabout,2026-06-13,12,Off-Peak,Dry,311,811,111,135,17
Kibuye Roundabout,2026-06-13,12,Off-Peak,Dry,171,502,96,62,3
Kibuye Roundabout,2026-06-13,13,Off-Peak,Dry,240,632,109,76,10
Kibuye Roundabout,2026-06-13,13,Off-Peak,Dry,220,709,102,107,15
Kibuye Roundabout,2026-06-13,13,Off-Peak,Dry,257,783,127,93,11
Kibuye Roundabout,2026-06-13,13,Off-Peak,Dry,283,552,136,87,8
Kibuye Roundabout,2026-06-13,14,Off-Peak,Dry,161,477,96,74,6
Kibuye Roundabout,2026-06-13,14,Off-Peak,Dry,240,521,110,73,17
Kibuye Roundabout,2026-06-13,14,Off-Peak,Dry,215,519,95,67,14
Kibuye Roundabout,2026-06-13,14,Off-Peak,Dry,282,479,142,101,10
Kibuye Roundabout,2026-06-13,15,Off-Peak,Dry,240,463,101,91,14
Kibuye Roundabout,2026-06-13,15,Off-Peak,Dry,268,483,136,110,19
Kibuye Roundabout,2026-06-13,15,Off-Peak,Dry,216,425,135,93,11
Kibuye Roundabout,2026-06-13,15,Off-Peak,Dry,166,567,92,53,8
Kibuye Roundabout,2026-06-13,16,Peak,Dry,594,1257,321,289,21
Kibuye Roundabout,2026-06-13,16,Peak,Dry,556,1147,248,242,13
Kibuye Roundabout,2026-06-13,16,Peak,Dry,617,1424,319,193,28
Kibuye Roundabout,2026-06-13,16,Peak,Dry,392,1367,222,167,29
Kibuye Roundabout,2026-06-13,17,Peak,Dry,542,1627,299,235,17
Kibuye Roundabout,2026-06-13,17,Peak,Dry,612,1221,283,214,35
Kibuye Roundabout,2026-06-13,17,Peak,Dry,590,1135,235,192,28
Kibuye Roundabout,2026-06-13,17,Peak,Dry,501,1219,265,190,23
Kibuye Roundabout,2026-06-13,18,Peak,Dry,446,1427,236,192,32
Kibuye Roundabout,2026-06-13,18,Peak,Dry,610,1642,302,191,31
Kibuye Roundabout,2026-06-13,18,Peak,Dry,622,1192,331,204,17
Kibuye Roundabout,2026-06-13,18,Peak,Dry,374,1038,274,141,7
Kibuye Roundabout,2026-06-13,19,Off-Peak,Dry,386,980,198,187,28
Kibuye Roundabout,2026-06-13,19,Off-Peak,Dry,613,995,305,279,20
Kibuye Roundabout,2026-06-13,19,Off-Peak,Dry,499,1557,296,192,38
Kibuye Roundabout,2026-06-13,19,Off-Peak,Dry,490,1137,293,158,32
Kibuye Roundabout,2026-06-13,20,Off-Peak,Dry,292,456,134,131,12
Kibuye Roundabout,2026-06-13,20,Off-Peak,Dry,229,580,94,85,17
Kibuye Roundabout,2026-06-13,20,Off-Peak,Dry,144,361,82,44,6
Kibuye Roundabout,2026-06-13,20,Off-Peak,Dry,224,689,121,73,11
Kibuye Roundabout,2026-06-13,21,Off-Peak,Dry,256,716,123,108,17
Kibuye Roundabout,2026-06-13,21,Off-Peak,Dry,175,362,126,58,5
Kibuye Roundabout,2026-06-13,21,Off-Peak,Dry,256,629,152,83,10
Kibuye Roundabout,2026-06-13,21,Off-Peak,Dry,171,415,86,72,11
Kibuye Roundabout,2026-06-14,6,Off-Peak,Dry,237,474,98,101,10
Kibuye Roundabout,2026-06-14,6,Off-Peak,Dry,247,786,147,107,14
Kibuye Roundabout,2026-06-14,6,Off-Peak,Dry,209,572,124,82,16
Kibuye Roundabout,2026-06-14,6,Off-Peak,Dry,290,563,134,106,9
Kibuye Roundabout,2026-06-14,7,Peak,Dry,521,1083,263,158,32
Kibuye Roundabout,2026-06-14,7,Peak,Dry,527,1053,289,239,16
Kibuye Roundabout,2026-06-14,7,Peak,Dry,667,1305,300,255,36
Kibuye Roundabout,2026-06-14,7,Peak,Dry,554,1619,252,209,32
Kibuye Roundabout,2026-06-14,8,Peak,Dry,497,1400,204,188,18
Kibuye Roundabout,2026-06-14,8,Peak,Dry,590,1396,254,196,46
Kibuye Roundabout,2026-06-14,8,Peak,Dry,507,1572,292,227,33
Kibuye Roundabout,2026-06-14,8,Peak,Dry,401,910,253,184,9
Kibuye Roundabout,2026-06-14,9,Off-Peak,Dry,527,1457,296,239,23
Kibuye Roundabout,2026-06-14,9,Off-Peak,Dry,469,1352,277,142,15
Kibuye Roundabout,2026-06-14,9,Off-Peak,Dry,490,1241,256,235,37
Kibuye Roundabout,2026-06-14,9,Off-Peak,Dry,537,888,259,243,30
Kibuye Roundabout,2026-06-14,10,Off-Peak,Dry,177,346,87,85,6
Kibuye Roundabout,2026-06-14,10,Off-Peak,Dry,229,535,108,90,13
Kibuye Roundabout,2026-06-14,10,Off-Peak,Dry,188,370,90,93,12
Kibuye Roundabout,2026-06-14,10,Off-Peak,Dry,209,527,130,79,15
Kibuye Roundabout,2026-06-14,11,Off-Peak,Dry,130,273,91,49,7
Kibuye Roundabout,2026-06-14,11,Off-Peak,Dry,254,656,134,111,13
Kibuye Roundabout,2026-06-14,11,Off-Peak,Dry,225,609,105,90,8
Kibuye Roundabout,2026-06-14,11,Off-Peak,Dry,239,641,147,119,15
Kibuye Roundabout,2026-06-14,12,Off-Peak,Dry,239,576,139,116,9
Kibuye Roundabout,2026-06-14,12,Off-Peak,Dry,174,548,85,70,9
Kibuye Roundabout,2026-06-14,12,Off-Peak,Dry,312,713,138,131,9
Kibuye Roundabout,2026-06-14,12,Off-Peak,Dry,177,269,69,86,6
Kibuye Roundabout,2026-06-14,13,Off-Peak,Dry,176,379,87,76,7
Kibuye Roundabout,2026-06-14,13,Off-Peak,Dry,263,670,130,117,11
Kibuye Roundabout,2026-06-14,13,Off-Peak,Dry,257,614,104,90,14
Kibuye Roundabout,2026-06-14,13,Off-Peak,Dry,148,262,73,48,5
Kibuye Roundabout,2026-06-14,14,Off-Peak,Dry,282,461,132,126,18
Kibuye Roundabout,2026-06-14,14,Off-Peak,Dry,230,395,105,72,16
Kibuye Roundabout,2026-06-14,14,Off-Peak,Dry,181,434,90,85,11
Kibuye Roundabout,2026-06-14,14,Off-Peak,Dry,183,608,113,84,9
Kibuye Roundabout,2026-06-14,15,Off-Peak,Dry,147,448,86,71,11
Kibuye Roundabout,2026-06-14,15,Off-Peak,Dry,245,531,99,113,11
Kibuye Roundabout,2026-06-14,15,Off-Peak,Dry,144,364,88,70,10
Kibuye Roundabout,2026-06-14,15,Off-Peak,Dry,159,376,97,55,10
Kibuye Roundabout,2026-06-14,16,Peak,Dry,391,1066,247,153,30
Kibuye Roundabout,2026-06-14,16,Peak,Dry,386,1233,248,129,26
Kibuye Roundabout,2026-06-14,16,Peak,Dry,544,1018,313,214,22
Kibuye Roundabout,2026-06-14,16,Peak,Dry,610,1573,295,196,47
Kibuye Roundabout,2026-06-14,17,Peak,Dry,610,1601,257,239,26
